collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2020450998456,2020,450998456,1,1,1,2,19,4,3,0,0,0,0,0,3,10,E01030541,3,1,0,1,-1
2020010278304,2020,010278304,1,1,1,1,52,8,2,0,0,0,0,0,2,7,E01000983,-1,0,1,0,-1
2020010234154,2020,010234154,1,1,1,1,43,7,3,0,0,0,0,0,3,-1,-1,-1,0,0,1,-1
2020622000502,2020,622000502,1,1,1,1,45,7,3,0,0,0,0,0,5,2,W01001206,-1,0,0.18201,0.81799,-1
2020010239938,2020,010239938,1,1,3,1,40,7,2,10,9,0,0,0,0,8,E01003765,-1,0,1,0,-1
2020450980210,2020,450980210,2,2,1,1,41,7,3,0,0,0,0,0,1,8,E01001030,3,1,0,1,-1
2020460994318,2020,460994318,2,1,1,2,58,9,3,0,0,0,0,0,9,4,E01024377,3,1,0,1,-1
2020530967236,2020,530967236,2,1,1,1,58,9,2,0,0,0,0,0,9,8,E01022387,7,1,1,0,-1
2020350953529,2020,350953529,1,1,1,2,-1,-1,3,0,0,0,0,0,1,10,E01018130,3,1,0,1,-1
20201371H0948,2020,1371H0948,2,3,1,2,20,4,3,0,0,0,0,0,9,2,E01011852,-1,0,0.04022,0.95978,-1
2020140936696,2020,140936696,2,2,1,2,45,7,3,0,0,0,0,0,9,5,E01007476,3,1,0,1,-1
2020160961228,2020,160961228,2,1,1,2,23,5,3,0,0,0,0,0,9,3,E01012795,3,1,0,1,-1
2020420955404,2020,420955404,1,1,1,1,57,9,3,0,0,0,0,0,9,10,E01021941,3,1,0,1,-1
2020161012606,2020,161012606,2,1,1,2,44,7,3,0,0,0,0,0,9,10,E01012972,3,1,0,1,-1
2020370982266,2020,370982266,1,1,3,2,65,9,3,5,3,0,0,0,0,7,E01030224,3,1,0,1,-1
2020302000394,2020,302000394,1,2,2,2,19,4,3,0,0,1,0,0,9,5,E01027972,-1,0,0.06837,0.93163,-1
2020302001495,2020,302001495,1,1,1,1,64,9,3,0,0,0,0,0,9,6,E01028050,-1,0,0.06396,0.93604,-1
2020522100153,2020,522100153,1,1,1,1,31,6,2,0,0,0,0,0,9,10,E01013803,-1,0,1,0,-1
2020170H10270,2020,170H10270,2,10,2,2,16,4,3,0,0,0,4,0,11,1,E01033466,-1,0,0.02177,0.97823,-1
2020220932036,2020,220932036,2,1,1,1,50,8,3,0,0,0,0,0,19,2,E01029426,3,1,0,1,-1
2020010283751,2020,010283751,1,1,1,2,25,5,3,0,0,0,0,0,9,2,E01003950,-1,0,0,1,-1
2020040957150,2020,040957150,1,1,1,1,18,4,3,0,0,0,0,0,9,9,E01006316,3,1,0,1,-1
2020410959457,2020,410959457,2,2,1,1,48,8,3,0,0,0,0,0,9,3,E01023954,3,1,0,1,-1
2020430310655,2020,430310655,2,2,1,2,39,7,3,0,0,0,0,0,9,8,E01028701,-1,0,0.01877,0.98123,-1
2020440012657,2020,440012657,1,2,2,1,22,5,2,0,0,2,0,0,9,-1,-1,-1,0,1,0,-1
2020990970448,2020,990970448,1,3,1,1,73,10,2,0,0,0,0,0,9,5,-1,6,1,1,0,-1
2020010258075,2020,010258075,1,1,1,2,22,5,3,0,0,0,0,0,3,4,E01003389,-1,0,0,1,-1
2020990998824,2020,990998824,2,5,2,2,60,9,3,0,0,2,0,0,8,3,-1,3,1,0,1,-1
2020041004477,2020,041004477,2,1,1,2,29,6,3,0,0,0,0,0,9,4,E01025276,3,1,0,1,-1
2020220993942,2020,220993942,1,1,2,1,31,6,3,0,0,1,0,0,9,3,E01032236,3,1,0,1,-1
2020420986517,2020,420986517,2,2,2,1,24,5,3,0,0,1,0,0,9,1,E01015895,3,1,0,1,-1
2020460996155,2020,460996155,2,1,2,1,26,6,3,0,0,1,0,0,9,2,E01024677,3,1,0,1,-1
2020500978045,2020,500978045,2,1,1,2,24,5,3,0,0,0,0,0,9,5,E01018833,3,1,0,1,-1
2020530994744,2020,530994744,1,1,1,1,51,8,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020460999861,2020,460999861,2,2,1,1,66,10,2,0,0,0,0,0,19,8,E01024803,7,1,1,0,-1
2020040915026,2020,040915026,1,1,1,2,23,5,3,0,0,0,0,0,9,3,E01025310,3,1,0,1,-1
2020122000616,2020,122000616,1,1,1,2,19,4,3,0,0,0,0,0,9,8,E01027896,-1,0,0.0677,0.9323,-1
2020460959436,2020,460959436,1,3,2,1,57,9,3,0,0,1,0,0,9,3,E01024059,3,1,0,1,-1
202006J373879,2020,06J373879,2,1,1,1,27,6,3,0,0,0,0,0,1,2,E01005244,-1,0,0.16432,0.83568,-1
2020010270060,2020,010270060,1,1,1,2,47,8,3,0,0,0,0,0,1,3,E01002445,-1,0,0,1,-1
2020140967075,2020,140967075,2,1,1,1,29,6,2,0,0,0,0,0,1,9,E01007691,7,1,1,0,-1
2020200966123,2020,200966123,1,1,1,1,57,9,1,0,0,0,0,0,1,10,E01031267,1,1,0,0,-1
2020610036920,2020,610036920,2,1,1,1,71,10,3,0,0,0,0,0,1,9,W01001631,-1,0,0.2004,0.7996,-1
2020010265792,2020,010265792,1,1,1,1,24,5,3,0,0,0,0,0,3,3,E01000404,-1,0,0,1,-1
202006A368252,2020,06A368252,2,1,1,1,48,8,2,0,0,0,0,0,1,1,E01005246,-1,0,1,0,-1
2020522002429,2020,522002429,2,2,1,2,30,6,3,0,0,0,0,0,1,-1,-1,-1,0,0.04733,0.95267,-1
2020440367906,2020,440367906,2,1,1,1,19,4,3,0,0,0,0,0,4,3,E01023120,-1,0,0.12292,0.87708,-1
2020302000912,2020,302000912,2,1,2,2,16,4,3,0,0,1,0,0,9,5,E01007753,-1,0,0.00281,0.99719,-1
2020052001927,2020,052001927,1,2,2,2,72,10,2,0,0,2,0,0,9,3,E01006627,-1,0,1,0,-1
2020990991074,2020,990991074,2,1,1,2,54,8,3,0,0,0,0,0,9,1,-1,3,1,0,1,-1
2020340C03492,2020,340C03492,1,1,1,1,36,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.12646,0.87354,-1
2020010278465,2020,010278465,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1,E01004005,-1,0,0,1,-1
2020052001268,2020,052001268,1,3,2,1,0,1,3,0,0,2,0,0,9,2,E01006723,-1,0,0.06704,0.93296,-1
2020160956942,2020,160956942,1,1,2,1,-1,-1,3,0,0,2,0,0,9,1,E01013162,3,1,0,1,-1
2020350944841,2020,350944841,3,5,2,2,75,10,3,0,0,1,0,0,9,6,E01018281,3,1,0,1,-1
2020990956793,2020,990956793,2,1,1,2,29,6,3,0,0,0,0,0,9,1,-1,3,1,0,1,-1
2020332000973,2020,332000973,1,1,2,2,42,7,3,0,0,1,0,0,9,4,E01013663,-1,0,0.01092,0.98908,-1
2020370983591,2020,370983591,2,1,1,2,74,10,3,0,0,0,0,0,9,7,E01030184,3,1,0,1,-1
2020451000090,2020,451000090,1,1,1,2,57,9,3,0,0,0,0,0,9,7,E01030647,3,1,0,1,-1
2020460931661,2020,460931661,2,1,2,2,32,6,3,0,0,-1,0,0,9,7,E01018269,3,1,0,1,-1
2020010241364,2020,010241364,1,1,1,2,51,8,3,0,0,0,0,0,9,3,E01000058,-1,0,0,1,-1
2020010242517,2020,010242517,1,1,1,1,67,10,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
202006K267849,2020,06K267849,2,2,1,2,27,6,3,0,0,0,0,0,9,3,E01004872,-1,0,0.04934,0.95066,-1
202006G167083,2020,06G167083,1,2,2,2,21,5,3,0,0,1,0,0,9,2,E01005960,-1,0,0.13172,0.86828,-1
2020140984502,2020,140984502,2,2,1,2,48,8,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020160936986,2020,160936986,1,1,1,1,53,8,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020420920847,2020,420920847,1,1,1,1,25,5,2,0,0,0,0,0,9,1,E01016010,7,1,1,0,-1
202063C083520,2020,63C083520,2,3,2,1,7,2,3,0,0,1,0,0,9,7,W01000573,-1,0,0.02745,0.97255,-1
2020360975585,2020,360975585,2,1,1,1,24,5,3,0,0,0,0,0,1,8,E01026517,3,1,0,1,-1
2020200942871,2020,200942871,1,1,3,1,15,3,3,1,3,0,0,0,0,1,E01009307,3,1,0,1,-1
2020990926866,2020,990926866,1,1,3,1,13,3,2,5,4,0,0,0,0,-1,-1,6,1,1,0,-1
2020200996225,2020,200996225,2,1,2,1,46,8,3,0,0,1,0,0,9,3,E01009992,3,1,0,1,-1
2020320073790,2020,320073790,2,1,1,2,64,9,3,0,0,0,0,0,9,3,E01026104,-1,0,0.07444,0.92556,-1
2020360942321,2020,360942321,1,1,1,2,19,4,2,0,0,0,0,0,9,5,E01026648,5,1,1,0,-1
2020141006860,2020,141006860,2,1,1,2,63,9,2,0,0,0,0,0,9,1,E01007453,6,1,1,0,-1
2020201009274,2020,201009274,2,1,1,1,26,6,3,0,0,0,0,0,9,5,E01010110,3,1,0,1,-1
2020100925384,2020,100925384,1,1,3,1,20,4,3,1,3,0,0,0,0,2,E01033716,3,1,0,1,-1
2020302001412,2020,302001412,1,1,1,1,17,4,3,0,0,0,0,0,9,7,E01025964,-1,0,0.0518,0.9482,-1
2020010247237,2020,010247237,1,1,1,1,54,8,3,0,0,0,0,0,3,10,E01021345,-1,0,0,1,-1
2020010251190,2020,010251190,1,1,1,1,43,7,3,0,0,0,0,0,9,3,E01001804,-1,0,0,1,-1
2020052001285,2020,052001285,1,1,2,1,39,7,3,0,0,1,0,0,9,-1,-1,-1,0,0.06845,0.93155,-1
2020211022776,2020,211022776,1,3,2,1,20,4,3,0,0,-1,0,0,9,3,E01009086,3,1,0,1,-1
2020220924515,2020,220924515,1,1,1,1,22,5,3,0,0,0,0,0,9,2,E01009833,3,1,0,1,-1
2020332000737,2020,332000737,1,1,1,1,72,10,2,0,0,0,0,0,9,7,E01026005,-1,0,1,0,-1
2020990953893,2020,990953893,1,3,3,1,19,4,3,6,9,0,0,0,0,1,-1,3,1,0,1,-1
2020010235020,2020,010235020,1,1,1,1,40,7,3,0,0,0,0,0,9,1,E01000798,-1,0,0,1,-1
2020010252118,2020,010252118,1,1,3,2,48,8,3,6,9,0,0,0,0,-1,-1,-1,0,0,1,-1
2020010266061,2020,010266061,1,1,1,1,40,7,3,0,0,0,0,0,4,2,E01001827,-1,0,0,1,-1
2020990939581,2020,990939581,1,1,2,2,45,7,3,0,0,2,0,0,8,3,-1,3,1,0,1,-1
2020010263543,2020,010263543,1,1,1,2,38,7,3,0,0,0,0,0,9,1,E01000105,-1,0,0,1,-1
2020221012294,2020,221012294,1,2,2,1,19,4,2,0,0,1,0,0,9,3,E01028905,5,1,1,0,-1
2020302001621,2020,302001621,2,1,1,1,39,7,3,0,0,0,0,0,9,7,E01019448,-1,0,0.0439,0.9561,-1
202031A095420,2020,31A095420,1,1,1,1,19,4,3,0,0,0,0,0,9,6,E01028220,-1,0,0.07805,0.92195,-1
2020340C00092,2020,340C00092,1,1,1,1,44,7,3,0,0,0,0,0,9,-1,-1,-1,0,0.05361,0.94639,-1
2020461016205,2020,461016205,1,1,1,1,57,9,2,0,0,0,0,0,9,9,E01024818,7,1,1,0,-1
2020010248982,2020,010248982,2,1,1,1,25,5,3,0,0,0,0,0,3,2,E01001144,-1,0,0,1,-1
2020010275891,2020,010275891,1,1,1,1,20,4,3,0,0,0,0,0,3,2,E01003063,-1,0,0,1,-1
2020010248648,2020,010248648,2,1,1,1,45,7,3,0,0,0,0,0,1,7,E01002424,-1,0,0,1,-1
2020010273511,2020,010273511,1,1,1,1,39,7,2,0,0,0,0,0,3,2,E01001722,-1,0,1,0,-1
2020010280005,2020,010280005,1,1,2,2,12,3,3,0,0,2,0,0,9,6,E01004626,-1,0,0,1,-1
2020140934977,2020,140934977,1,1,1,1,36,7,3,0,0,0,0,0,9,5,E01019534,3,1,0,1,-1
2020450980377,2020,450980377,2,1,1,2,30,6,2,0,0,0,0,0,9,3,E01001117,7,1,1,0,-1
2020522002575,2020,522002575,1,3,2,2,18,4,3,0,0,1,0,0,9,8,E01014931,-1,0,0.09124,0.90876,-1
2020070486236,2020,070486236,1,1,1,2,19,4,3,0,0,0,0,0,1,9,E01005848,-1,0,0.09856,0.90144,-1
2020450964255,2020,450964255,1,1,1,1,61,9,2,0,0,0,0,0,5,7,E01003419,5,1,1,0,-1
2020470985217,2020,470985217,2,1,1,1,19,4,2,0,0,0,0,0,9,1,E01016880,7,1,1,0,-1
2020990934785,2020,990934785,1,1,2,2,79,11,3,0,0,1,0,0,9,3,-1,3,1,0,1,-1
2020470951244,2020,470951244,2,1,1,1,17,4,2,0,0,0,0,0,1,-1,-1,6,1,1,0,-1
2020140974636,2020,140974636,2,1,1,2,57,9,3,0,0,0,0,0,22,1,E01007544,3,1,0,1,-1
2020010236724,2020,010236724,3,1,1,2,62,9,3,0,0,0,0,0,9,1,E01001517,-1,0,0,1,-1
2020070489464,2020,070489464,2,1,1,1,31,6,3,0,0,0,0,0,9,1,E01012382,-1,0,0.00712,0.99288,-1
202006A176098,2020,06A176098,1,1,3,2,68,10,2,1,3,0,0,0,0,1,E01005130,-1,0,1,0,-1
2020522004198,2020,522004198,1,1,3,1,30,6,3,5,9,0,0,0,0,10,E01014742,-1,0,0.04344,0.95656,-1
2020137BG1145,2020,137BG1145,1,1,1,1,67,10,3,0,0,0,0,0,4,6,E01011182,-1,0,0.19825,0.80175,-1
2020522100307,2020,522100307,1,1,1,1,17,4,3,0,0,0,0,0,4,8,E01033338,-1,0,0.08739,0.91261,-1
2020470980159,2020,470980159,2,2,2,2,13,3,3,0,0,1,0,0,9,9,E01031496,3,1,0,1,-1
2020010229750,2020,010229750,1,1,3,2,51,8,3,6,9,0,0,0,0,3,E01004039,-1,0,0,1,-1
202031A075020,2020,31A075020,1,1,3,1,18,4,2,10,5,0,0,0,0,2,E01019471,-1,0,1,0,-1
202006F178101,2020,06F178101,2,4,2,1,30,6,3,0,0,1,0,0,9,1,E01004793,-1,0,0.05208,0.94792,-1
2020420952494,2020,420952494,2,1,1,2,32,6,3,0,0,0,0,0,9,8,E01022083,3,1,0,1,-1
2020542170020,2020,542170020,2,1,1,1,38,7,3,0,0,0,0,0,9,4,E01015578,-1,0,0.01089,0.98911,-1
20201373O1496,2020,1373O1496,1,1,1,1,18,4,3,0,0,0,0,0,9,1,E01010831,-1,0,0.06173,0.93827,-1
2020140961650,2020,140961650,2,1,1,2,31,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020010280394,2020,010280394,2,1,1,1,20,4,3,0,0,0,0,0,3,-1,-1,-1,0,0,1,-1
20201372A1406,2020,1372A1406,2,2,1,1,27,6,2,0,0,0,0,0,4,1,E01011911,-1,0,1,0,-1
2020070053984,2020,070053984,1,1,3,2,28,6,3,8,3,0,0,0,0,9,E01018381,-1,0,0.10412,0.89588,-1
202006L278149,2020,06L278149,2,3,2,2,6,2,3,0,0,2,0,0,9,1,E01006213,-1,0,0.01695,0.98305,-1
2020100986008,2020,100986008,2,1,1,1,32,6,3,0,0,0,0,0,9,4,E01008766,3,1,0,1,-1
2020140954262,2020,140954262,2,2,2,2,19,4,2,0,0,1,0,0,9,7,E01028021,6,1,1,0,-1
2020140991531,2020,140991531,1,1,1,1,54,8,2,0,0,0,0,0,9,4,E01007788,6,1,1,0,-1
2020470941881,2020,470941881,1,2,2,2,35,6,3,0,0,1,0,0,9,6,E01031468,3,1,0,1,-1
2020010251367,2020,010251367,1,1,1,1,33,6,3,0,0,0,0,0,1,3,E01004440,-1,0,0,1,-1
2020010233950,2020,010233950,2,1,1,1,23,5,2,0,0,0,0,0,3,6,E01000790,-1,0,1,0,-1
2020411004719,2020,411004719,2,2,2,1,14,3,3,0,0,1,0,0,9,5,E01023914,3,1,0,1,-1
2020430062734,2020,430062734,2,2,1,1,59,9,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2020990996718,2020,990996718,3,4,1,1,57,9,3,0,0,0,0,0,9,3,-1,3,1,0,1,-1
2020350928217,2020,350928217,1,1,2,1,9,2,2,0,0,0,0,0,19,-1,-1,5,1,1,0,-1
2020010269058,2020,010269058,1,1,3,1,62,9,3,9,5,0,0,0,0,6,E01000906,-1,0,0,1,-1
2020010276403,2020,010276403,2,1,1,1,25,5,2,0,0,0,0,0,1,4,E01003301,-1,0,1,0,-1
2020461012081,2020,461012081,1,1,1,2,64,9,3,0,0,0,0,0,9,2,E01024398,3,1,0,1,-1
202060Y031123,2020,60Y031123,1,1,1,1,51,8,2,0,0,0,0,0,9,-1,-1,-1,0,1,0,-1
2020990948639,2020,990948639,3,1,1,1,35,6,3,0,0,0,0,0,9,9,-1,3,1,0,1,-1
2020302001537,2020,302001537,1,1,1,1,30,6,3,0,0,0,0,0,9,9,E01008159,-1,0,0.08464,0.91536,-1
2020440202913,2020,440202913,3,2,2,1,57,9,2,0,0,1,0,0,9,9,E01022998,-1,0,1,0,-1
2020450970125,2020,450970125,1,4,1,1,41,7,3,0,0,0,0,0,9,9,E01030564,3,1,0,1,-1
2020220940221,2020,220940221,1,1,1,2,30,6,3,0,0,0,0,0,9,6,E01013589,3,1,0,1,-1
2020461009426,2020,461009426,2,1,1,2,55,8,3,0,0,0,0,0,9,9,E01024343,3,1,0,1,-1
2020622000473,2020,622000473,2,3,2,1,1,1,3,0,0,2,0,0,9,1,W01000975,-1,0,0.01797,0.98203,-1
2020010274007,2020,010274007,1,1,1,1,37,7,3,0,0,0,0,0,3,4,E01000068,-1,0,0,1,-1
2020140918140,2020,140918140,2,1,2,2,8,2,3,0,0,1,0,0,9,2,E01028029,3,1,0,1,-1
2020410936984,2020,410936984,1,1,1,1,60,9,3,0,0,0,0,0,21,5,E01033413,3,1,0,1,-1
20201377P1955,2020,1377P1955,2,1,1,1,11,3,3,0,0,0,0,0,1,1,E01010607,-1,0,0.08254,0.91746,-1
20201378H1766,2020,1378H1766,1,1,1,1,29,6,3,0,0,0,0,0,3,-1,-1,-1,0,0.15179,0.84821,-1
2020420986826,2020,420986826,1,1,1,1,65,9,1,0,0,0,0,0,8,4,E01015957,1,1,0,0,-1
2020200948876,2020,200948876,2,1,1,1,25,5,2,0,0,0,0,0,1,2,E01009516,7,1,1,0,-1
2020100981518,2020,100981518,2,2,1,1,61,9,3,0,0,0,0,0,9,3,E01027512,3,1,0,1,-1
2020200966695,2020,200966695,1,1,1,1,42,7,2,0,0,0,0,0,9,2,E01009163,6,1,1,0,-1
2020541052320,2020,541052320,1,1,1,1,24,5,3,0,0,0,0,0,9,2,E01015537,-1,0,0.02198,0.97802,-1
2020990915480,2020,990915480,1,1,1,1,17,4,3,0,0,0,0,0,9,10,-1,3,1,0,1,-1
202006E271687,2020,06E271687,1,1,3,2,51,8,3,5,9,0,0,0,0,5,E01006141,-1,0,0.1534,0.8466,-1
2020140935762,2020,140935762,1,1,3,2,39,7,3,5,1,0,0,0,0,6,E01007387,3,1,0,1,-1
2020100975965,2020,100975965,2,1,1,1,38,7,2,0,0,0,0,0,1,1,E01008429,7,1,1,0,-1
202006M167546,2020,06M167546,2,1,1,1,61,9,3,0,0,0,0,0,8,5,E01006141,-1,0,0.03157,0.96843,-1
2020052001806,2020,052001806,2,1,2,2,39,7,3,0,0,1,0,0,9,1,E01007277,-1,0,0.05061,0.94939,-1
2020201002584,2020,201002584,1,1,1,1,24,5,3,0,0,0,0,0,9,1,E01010413,3,1,0,1,-1
2020401007632,2020,401007632,1,1,1,2,61,9,3,0,0,0,0,0,9,9,E01017549,3,1,0,1,-1
2020122000870,2020,122000870,1,1,1,1,53,8,3,0,0,0,0,0,9,1,E01011792,-1,0,0.04729,0.95271,-1
2020471005655,2020,471005655,2,1,1,2,17,4,2,0,0,0,0,0,9,6,E01031440,6,1,1,0,-1
2020230991338,2020,230991338,1,1,1,1,40,7,3,0,0,0,0,0,19,2,E01009609,3,1,0,1,-1
2020200991540,2020,200991540,1,1,3,1,11,3,2,5,1,0,0,0,0,3,E01009006,6,1,1,0,-1
2020010249760,2020,010249760,1,1,1,1,24,5,3,0,0,0,0,0,8,2,E01001460,-1,0,0,1,-1
2020421012223,2020,421012223,1,1,1,1,49,8,3,0,0,0,0,0,9,5,E01021575,3,1,0,1,-1
2020460987262,2020,460987262,1,1,1,2,18,4,3,0,0,0,0,0,9,5,E01024138,3,1,0,1,-1
2020460952120,2020,460952120,2,1,1,1,61,9,3,0,0,0,0,0,5,9,E01024104,3,1,0,1,-1
202006L267229,2020,06L267229,1,1,3,1,45,7,2,5,1,0,0,0,0,2,E01006329,-1,0,1,0,-1
2020230938922,2020,230938922,2,2,1,2,69,10,3,0,0,0,0,0,9,6,E01032968,3,1,0,1,-1
2020010237246,2020,010237246,1,1,1,1,33,6,3,0,0,0,0,0,9,2,E01029426,-1,0,0,1,-1
2020200945066,2020,200945066,3,3,1,1,29,6,3,0,0,0,0,0,9,2,E01009997,3,1,0,1,-1
2020420928591,2020,420928591,3,5,2,2,12,3,3,0,0,1,0,0,9,9,E01021682,3,1,0,1,-1
2020460959714,2020,460959714,1,2,2,2,9,2,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2020440033385,2020,440033385,1,1,1,1,30,6,3,0,0,0,0,0,19,2,E01022903,-1,0,0.08975,0.91025,-1
2020990976966,2020,990976966,1,1,2,1,19,4,3,0,0,0,0,0,19,8,-1,3,1,0,1,-1
2020010257783,2020,010257783,1,1,1,1,40,7,3,0,0,0,0,0,9,3,E01001267,-1,0,0,1,-1
2020010275273,2020,010275273,1,1,1,2,30,6,3,0,0,0,0,0,9,3,E01001267,-1,0,0,1,-1
2020160954671,2020,160954671,2,3,2,1,3,1,3,0,0,2,0,0,9,9,E01007419,3,1,0,1,-1
202063D026620,2020,63D026620,2,1,2,2,75,10,3,0,0,1,0,0,9,9,E01028916,-1,0,0.10832,0.89168,-1
2020010245424,2020,010245424,1,3,2,2,49,8,3,0,0,0,4,0,11,3,E01004006,-1,0,0,1,-1
2020070443769,2020,070443769,2,1,1,1,39,7,3,0,0,0,0,0,19,2,E01018478,-1,0,0.01146,0.98854,-1
2020302000080,2020,302000080,1,1,1,2,31,6,3,0,0,0,0,0,2,5,E01013509,-1,0,0.0906,0.9094,-1
2020010282579,2020,010282579,1,1,1,2,22,5,3,0,0,0,0,0,9,3,E01002235,-1,0,0,1,-1
2020010286900,2020,010286900,1,1,1,1,44,7,3,0,0,0,0,0,9,3,E01003635,-1,0,0,1,-1
2020460980738,2020,460980738,3,3,1,2,40,7,3,0,0,0,0,0,9,9,E01024835,3,1,0,1,-1
2020460939523,2020,460939523,1,1,1,1,44,7,2,0,0,0,0,0,1,8,E01024053,7,1,1,0,-1
2020137A11721,2020,137A11721,2,1,1,1,19,4,3,0,0,0,0,0,3,6,E01011446,-1,0,0.13258,0.86742,-1
2020010261537,2020,010261537,1,1,1,2,48,8,3,0,0,0,0,0,9,2,E01000315,-1,0,0,1,-1
2020460990717,2020,460990717,2,3,1,2,26,6,3,0,0,0,0,0,9,7,E01024411,3,1,0,1,-1
202006G274788,2020,06G274788,2,2,1,1,30,6,3,0,0,0,0,0,9,2,E01006030,-1,0,0.06483,0.93517,-1
2020622000985,2020,622000985,1,3,2,2,10,2,3,0,0,2,0,0,9,5,W01001099,-1,0,0.05376,0.94624,-1
2020360974525,2020,360974525,1,1,1,1,60,9,3,0,0,0,0,0,1,7,E01026928,3,1,0,1,-1
2020010254854,2020,010254854,2,1,1,1,20,4,3,0,0,0,0,0,4,4,E01001176,-1,0,0,1,-1
2020400989557,2020,400989557,1,1,1,1,44,7,3,0,0,0,0,0,9,9,E01015710,3,1,0,1,-1
2020421011398,2020,421011398,1,3,1,1,21,5,3,0,0,0,0,0,9,4,E01021658,3,1,0,1,-1
2020010257433,2020,010257433,1,1,1,1,36,7,3,0,0,0,0,0,3,2,E01003971,-1,0,0,1,-1
2020010265594,2020,010265594,1,1,2,2,32,6,3,0,0,1,0,0,9,2,E01001110,-1,0,0,1,-1
2020622000537,2020,622000537,2,2,1,2,30,6,3,0,0,0,0,0,9,4,W01001250,-1,0,0.01073,0.98927,-1
202063D016020,2020,63D016020,1,1,1,1,22,5,3,0,0,0,0,0,9,4,W01001832,-1,0,0.16383,0.83617,-1
2020440167771,2020,440167771,1,1,1,1,20,4,3,0,0,0,0,0,1,9,E01022727,-1,0,0.10439,0.89561,-1
2020010237775,2020,010237775,1,2,2,1,-1,-1,3,0,0,2,0,0,9,4,E01003662,-1,0,0,1,-1
202006F176111,2020,06F176111,2,3,2,1,32,6,3,0,0,2,0,0,9,2,E01005600,-1,0,0.03061,0.96939,-1
2020170M10380,2020,170M10380,1,1,1,1,25,5,3,0,0,0,0,0,9,2,E01012080,-1,0,0.03779,0.96221,-1
2020430146502,2020,430146502,1,1,1,1,85,11,1,0,0,0,0,0,9,9,E01017935,-1,0,0,0,-1
2020500999336,2020,500999336,1,1,2,1,35,6,3,0,0,1,0,0,9,9,E01016934,3,1,0,1,-1
2020530950728,2020,530950728,1,2,2,2,81,11,1,0,0,1,0,0,9,9,E01031191,1,1,0,0,-1
2020470930454,2020,470930454,1,1,3,1,12,3,3,5,1,0,0,0,0,8,E01017010,3,1,0,1,-1
2020010256711,2020,010256711,1,1,1,2,49,8,3,0,0,0,0,0,1,6,E01002674,-1,0,0,1,-1
2020122001120,2020,122001120,2,1,1,1,26,6,3,0,0,0,0,0,3,9,E01013438,-1,0,0.12745,0.87255,-1
2020040922313,2020,040922313,1,1,1,1,26,6,3,0,0,0,0,0,9,8,E01025191,3,1,0,1,-1
2020200956435,2020,200956435,1,1,2,2,33,6,3,0,0,1,0,0,9,1,E01009094,3,1,0,1,-1
2020340S04722,2020,340S04722,2,2,1,1,53,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.06832,0.93168,-1
2020360955646,2020,360955646,2,2,1,2,39,7,3,0,0,0,0,0,9,7,E01026608,3,1,0,1,-1
2020470933933,2020,470933933,1,1,1,1,19,4,3,0,0,0,0,0,9,9,E01031504,3,1,0,1,-1
2020351004313,2020,351004313,2,1,1,2,43,7,3,0,0,0,0,0,1,6,E01017951,3,1,0,1,-1
202031C118620,2020,31C118620,2,1,1,2,29,6,3,0,0,0,0,0,9,1,E01013876,-1,0,0.02101,0.97899,-1
2020100989235,2020,100989235,2,1,1,1,35,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020101000687,2020,101000687,2,1,1,1,41,7,3,0,0,0,0,0,9,1,E01008204,3,1,0,1,-1
20201378Q1386,2020,1378Q1386,2,3,1,1,52,8,3,0,0,0,0,0,9,9,E01011641,-1,0,0.03597,0.96403,-1
2020160996672,2020,160996672,2,2,2,2,-1,-1,3,0,0,2,0,0,9,2,E01012884,3,1,0,1,-1
2020450996945,2020,450996945,1,1,1,1,35,6,2,0,0,0,0,0,1,3,E01001170,6,1,1,0,-1
2020010242566,2020,010242566,1,1,1,1,27,6,3,0,0,0,0,0,3,4,E01003343,-1,0,0,1,-1
2020010234896,2020,010234896,1,1,2,2,34,6,3,0,0,2,0,0,9,4,E01000580,-1,0,0,1,-1
202006N169365,2020,06N169365,1,1,1,1,18,4,3,0,0,0,0,0,9,4,E01005059,-1,0,0.07331,0.92669,-1
2020140992358,2020,140992358,1,1,1,1,26,6,3,0,0,0,0,0,9,1,E01007341,3,1,0,1,-1
