collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2020522004411,2020,522004411,1,2,2,2,63,9,2,0,0,1,0,0,9,7,E01014494,-1,0,1,0,-1
2020010244372,2020,010244372,1,1,1,2,62,9,2,0,0,0,0,0,1,3,E01001747,-1,0,1,0,-1
2020010277102,2020,010277102,1,1,1,2,22,5,3,0,0,0,0,0,1,3,E01002726,-1,0,0,1,-1
2020161009475,2020,161009475,2,1,1,1,20,4,3,0,0,0,0,0,1,1,E01012917,3,1,0,1,-1
2020200967069,2020,200967069,2,2,1,1,30,6,3,0,0,0,0,0,19,4,E01009226,3,1,0,1,-1
2020320561881,2020,320561881,2,1,1,2,46,8,3,0,0,0,0,0,19,10,E01026187,-1,0,0.05449,0.94551,-1
2020361010608,2020,361010608,1,1,3,2,61,9,3,10,9,0,0,2,0,4,E01026741,3,1,0,1,-1
2020010248358,2020,010248358,1,1,1,2,26,6,3,0,0,0,0,0,1,3,E01033324,-1,0,0,1,-1
2020010265558,2020,010265558,1,1,1,1,59,9,3,0,0,0,0,0,3,2,E01000141,-1,0,0,1,-1
2020200936222,2020,200936222,1,1,1,2,39,7,3,0,0,0,0,0,9,3,E01010381,3,1,0,1,-1
2020552000479,2020,552000479,1,1,1,2,26,6,3,0,0,0,0,0,9,2,E01015367,-1,0,0.03542,0.96458,-1
202060Y182752,2020,60Y182752,2,1,2,2,35,6,3,0,0,1,0,0,9,-1,-1,-1,0,0.00954,0.99046,-1
2020040936728,2020,040936728,1,1,3,1,46,8,2,5,1,0,0,0,0,4,E01025099,5,1,1,0,-1
2020010247193,2020,010247193,1,1,1,1,30,6,2,0,0,0,0,0,9,8,E01000420,-1,0,1,0,-1
2020332000150,2020,332000150,2,1,2,1,20,4,3,0,0,1,0,0,9,7,E01025752,-1,0,0.0251,0.9749,-1
2020460995617,2020,460995617,2,1,1,2,48,8,3,0,0,0,0,0,9,8,E01024077,3,1,0,1,-1
2020052001139,2020,052001139,2,1,1,1,33,6,3,0,0,0,0,0,19,2,E01006713,-1,0,0.01722,0.98278,-1
2020420920877,2020,420920877,1,1,1,1,33,6,3,0,0,0,0,0,19,2,E01021638,3,1,0,1,-1
2020170S31310,2020,170S31310,1,1,3,2,14,3,2,5,1,0,0,0,0,9,E01012234,-1,0,1,0,-1
2020332000718,2020,332000718,1,1,3,1,43,7,2,4,1,0,0,0,0,2,E01025701,-1,0,1,0,-1
2020010282898,2020,010282898,1,1,1,1,26,6,3,0,0,0,0,0,1,8,E01004502,-1,0,0,1,-1
2020460961111,2020,460961111,2,1,1,1,48,8,3,0,0,0,0,0,9,8,E01024394,3,1,0,1,-1
2020010282065,2020,010282065,1,2,2,1,-1,-1,3,0,0,2,0,0,9,4,E01000731,-1,0,0,1,-1
2020010276789,2020,010276789,1,1,1,1,57,9,2,0,0,0,0,0,1,10,E01003474,-1,0,1,0,-1
2020010236121,2020,010236121,1,1,1,1,26,6,3,0,0,0,0,0,3,2,E01003181,-1,0,0,1,-1
2020100970078,2020,100970078,2,2,2,1,21,5,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020201014182,2020,201014182,2,3,2,1,27,6,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2020360947540,2020,360947540,1,2,2,1,17,4,3,0,0,1,0,0,9,5,E01026724,3,1,0,1,-1
2020420991496,2020,420991496,2,1,1,1,72,10,2,0,0,0,0,0,9,7,E01021515,6,1,1,0,-1
2020522004727,2020,522004727,2,2,1,2,62,9,3,0,0,0,0,0,9,1,E01033369,-1,0,0.01751,0.98249,-1
2020451009786,2020,451009786,1,1,2,2,34,6,2,0,0,0,3,0,11,8,E01030927,7,1,1,0,-1
2020220971741,2020,220971741,1,1,1,1,41,7,3,0,0,0,0,0,19,7,E01014205,3,1,0,1,-1
2020160982046,2020,160982046,2,1,1,1,40,7,2,0,0,0,0,0,5,7,E01013288,6,1,1,0,-1
202006Q272538,2020,06Q272538,2,4,2,2,34,6,3,0,0,1,0,0,9,-1,-1,-1,0,0.05341,0.94659,-1
2020010264534,2020,010264534,2,1,1,1,25,5,3,0,0,0,0,0,2,3,E01003088,-1,0,0,1,-1
202031C109720,2020,31C109720,1,1,1,1,32,6,3,0,0,0,0,0,3,2,E01013845,-1,0,0.14687,0.85313,-1
2020350944047,2020,350944047,1,1,1,2,35,6,3,0,0,0,0,0,9,10,E01018193,3,1,0,1,-1
2020420972788,2020,420972788,1,2,2,2,21,5,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2020430173231,2020,430173231,2,3,2,9,8,2,3,0,0,1,0,0,9,5,E01017913,-1,0,0.00892,0.99108,-1
2020991004075,2020,991004075,1,1,3,1,83,11,3,4,3,0,0,0,0,1,-1,3,1,0,1,-1
2020010248519,2020,010248519,2,1,1,1,61,9,3,0,0,0,0,0,9,3,E01001690,-1,0,0,1,-1
2020220981327,2020,220981327,1,1,1,2,76,11,3,0,0,0,0,0,9,9,E01032257,3,1,0,1,-1
2020370984884,2020,370984884,1,1,1,2,23,5,3,0,0,0,0,0,9,7,E01030060,3,1,0,1,-1
2020440307131,2020,440307131,1,1,1,1,27,6,3,0,0,0,0,0,9,6,E01022657,-1,0,0.03115,0.96885,-1
2020010239608,2020,010239608,1,1,3,2,58,9,3,5,9,0,0,0,0,10,E01003871,-1,0,0,1,-1
2020400924577,2020,400924577,2,2,2,1,52,8,3,0,0,1,0,0,9,2,E01015735,3,1,0,1,-1
2020420926278,2020,420926278,2,1,1,1,89,11,3,0,0,0,0,0,9,9,E01021619,3,1,0,1,-1
202031B019220,2020,31B019220,2,1,1,1,21,5,3,0,0,0,0,0,1,-1,-1,-1,0,0.12882,0.87118,-1
2020010267044,2020,010267044,1,1,1,2,33,6,3,0,0,0,0,0,3,4,E01003148,-1,0,0,1,-1
2020137781623,2020,137781623,1,1,1,1,41,7,2,0,0,0,0,0,4,1,E01011863,-1,0,1,0,-1
2020010262246,2020,010262246,2,1,1,1,29,6,3,0,0,0,0,0,9,8,E01030384,-1,0,0,1,-1
2020410983931,2020,410983931,2,2,1,1,46,8,3,0,0,0,0,0,9,3,E01023954,3,1,0,1,-1
2020101005269,2020,101005269,2,2,2,1,8,2,3,0,0,1,0,0,9,10,E01032647,3,1,0,1,-1
2020101012317,2020,101012317,1,1,1,1,83,11,3,0,0,0,0,0,9,2,E01027552,3,1,0,1,-1
2020140975665,2020,140975665,2,1,1,1,20,4,3,0,0,0,0,0,9,2,E01007417,3,1,0,1,-1
2020010286982,2020,010286982,1,1,2,1,72,10,3,0,0,0,3,0,11,2,E01003150,-1,0,0,1,-1
2020160934213,2020,160934213,1,1,1,2,59,9,3,0,0,0,0,0,9,4,E01027830,3,1,0,1,-1
2020500972411,2020,500972411,2,2,1,2,50,8,3,0,0,0,0,0,9,8,E01020089,3,1,0,1,-1
2020010262788,2020,010262788,1,1,1,1,35,6,3,0,0,0,0,0,3,6,E01003386,-1,0,0,1,-1
2020370937206,2020,370937206,1,1,3,2,49,8,3,5,9,0,0,0,0,6,E01021705,3,1,0,1,-1
2020010263054,2020,010263054,2,1,1,1,29,6,3,0,0,0,0,0,-1,7,E01000256,-1,0,0,1,-1
2020140954203,2020,140954203,1,1,3,2,83,11,3,5,4,0,0,0,0,5,E01007611,3,1,0,1,-1
2020030954459,2020,030954459,1,1,1,2,29,6,2,0,0,0,0,0,9,3,E01012697,7,1,1,0,-1
202006K174060,2020,06K174060,1,1,1,1,55,8,3,0,0,0,0,0,9,8,E01004780,-1,0,0.02627,0.97373,-1
2020530924785,2020,530924785,1,2,2,2,25,5,3,0,0,1,0,0,9,8,E01022398,3,1,0,1,-1
2020470938329,2020,470938329,1,1,1,1,47,8,3,0,0,0,0,0,19,4,E01021006,3,1,0,1,-1
202006M268453,2020,06M268453,1,1,3,2,59,9,2,5,1,0,0,0,0,4,E01006211,-1,0,1,0,-1
2020530977250,2020,530977250,1,1,3,2,4,1,2,5,3,0,0,0,0,2,E01022324,7,1,1,0,-1
2020990960743,2020,990960743,1,1,3,2,28,6,3,10,1,0,0,0,0,1,-1,3,1,0,1,-1
2020040961649,2020,040961649,2,1,1,1,20,4,3,0,0,0,0,0,9,1,E01033231,3,1,0,1,-1
2020200989932,2020,200989932,2,2,1,1,24,5,3,0,0,0,0,0,9,5,E01010008,3,1,0,1,-1
2020010283881,2020,010283881,1,1,3,1,12,3,2,8,2,0,0,0,0,5,E01001652,-1,0,1,0,-1
2020420933430,2020,420933430,1,1,3,2,15,3,3,6,9,0,0,0,0,1,E01015886,3,1,0,1,-1
2020010266242,2020,010266242,1,1,1,1,38,7,3,0,0,0,0,0,9,3,E01002543,-1,0,0,1,-1
2020137720380,2020,137720380,1,1,1,1,21,5,3,0,0,0,0,0,9,10,E01010646,-1,0,0.03867,0.96133,-1
2020990994005,2020,990994005,2,2,1,1,66,10,3,0,0,0,0,0,9,2,-1,3,1,0,1,-1
2020440072246,2020,440072246,2,1,1,1,46,8,3,0,0,0,0,0,9,5,E01017024,-1,0,0.03682,0.96318,-1
2020991000158,2020,991000158,1,1,3,1,38,7,2,8,3,0,0,0,0,3,-1,7,1,1,0,-1
2020440495342,2020,440495342,1,1,1,1,21,5,3,0,0,0,0,0,3,9,E01022611,-1,0,0.19741,0.80259,-1
2020201008269,2020,201008269,2,3,2,1,24,5,3,0,0,2,0,0,9,2,E01009389,3,1,0,1,-1
2020201018814,2020,201018814,2,1,1,1,23,5,3,0,0,0,0,0,9,2,E01009839,3,1,0,1,-1
2020370939966,2020,370939966,2,5,2,1,14,3,3,0,0,2,0,0,9,4,E01029900,3,1,0,1,-1
2020990921341,2020,990921341,1,1,1,2,41,7,3,0,0,0,0,0,9,4,-1,3,1,0,1,-1
2020450934458,2020,450934458,1,1,1,2,23,5,3,0,0,0,0,0,9,10,E01030473,3,1,0,1,-1
2020420972739,2020,420972739,2,2,2,2,46,8,2,0,0,0,0,0,5,4,E01026589,6,1,1,0,-1
202006Q267293,2020,06Q267293,2,1,2,2,50,8,3,0,0,1,0,0,9,7,E01002836,-1,0,0.00954,0.99046,-1
202006F167614,2020,06F167614,1,1,3,2,66,10,2,4,3,0,0,0,0,1,E01005692,-1,0,1,0,-1
2020040960204,2020,040960204,2,1,1,1,32,6,2,0,0,0,0,0,1,7,E01024962,7,1,1,0,-1
2020430161032,2020,430161032,1,1,1,1,44,7,3,0,0,0,0,0,1,7,E01028598,-1,0,0.1934,0.8066,-1
202063C080520,2020,63C080520,1,1,1,2,19,4,3,0,0,0,0,0,9,6,W01000571,-1,0,0.02186,0.97814,-1
2020010249770,2020,010249770,1,1,1,1,20,4,3,0,0,0,0,0,3,3,E01001359,-1,0,0,1,-1
2020470982986,2020,470982986,1,1,3,2,39,7,3,6,9,0,0,0,0,5,E01031818,3,1,0,1,-1
2020201003025,2020,201003025,2,1,1,1,41,7,3,0,0,0,0,0,1,7,E01009039,3,1,0,1,-1
2020010248835,2020,010248835,1,2,3,2,77,11,2,4,9,0,0,0,0,4,E01001711,-1,0,1,0,-1
2020552000714,2020,552000714,1,1,1,2,23,5,3,0,0,0,0,0,3,7,E01015330,-1,0,0.08606,0.91394,-1
2020070057086,2020,070057086,1,2,3,2,84,11,3,5,3,0,0,0,0,2,E01033302,-1,0,0.18761,0.81239,-1
2020552000268,2020,552000268,2,1,1,2,52,8,2,0,0,0,0,0,3,5,E01020469,-1,0,1,0,-1
2020320114208,2020,320114208,2,3,2,1,6,2,3,0,0,2,0,0,9,7,E01026199,-1,0,0.06615,0.93385,-1
2020530994128,2020,530994128,1,1,1,1,19,4,3,0,0,0,0,0,9,9,E01022342,3,1,0,1,-1
2020552000418,2020,552000418,2,1,1,2,27,6,3,0,0,0,0,0,9,9,E01020435,-1,0,0.01881,0.98119,-1
2020200971279,2020,200971279,2,2,1,1,28,6,3,0,0,0,0,0,9,2,E01009121,3,1,0,1,-1
2020461007882,2020,461007882,2,1,2,1,26,6,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2020350955229,2020,350955229,1,1,3,1,26,6,2,10,9,0,0,0,0,-1,-1,6,1,1,0,-1
2020430277553,2020,430277553,1,1,1,1,12,3,2,0,0,0,0,0,1,6,E01017795,-1,0,1,0,-1
2020030973015,2020,030973015,1,1,1,1,36,7,2,0,0,0,0,0,5,4,E01008555,5,1,1,0,-1
2020350951414,2020,350951414,2,2,1,2,28,6,3,0,0,0,0,0,9,10,E01023655,3,1,0,1,-1
2020350954183,2020,350954183,2,2,1,1,39,7,3,0,0,0,0,0,9,10,E01018216,3,1,0,1,-1
2020420969796,2020,420969796,2,1,1,1,39,7,3,0,0,0,0,0,9,9,E01024268,3,1,0,1,-1
2020552000937,2020,552000937,1,1,1,1,50,8,3,0,0,0,0,0,1,7,E01015330,-1,0,0.11866,0.88134,-1
2020010246450,2020,010246450,2,2,1,2,38,7,3,0,0,0,0,0,9,5,E01003142,-1,0,0,1,-1
2020010255020,2020,010255020,1,1,1,1,34,6,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2020010278243,2020,010278243,1,1,1,2,31,6,3,0,0,0,0,0,1,5,E01001889,-1,0,0,1,-1
2020990962244,2020,990962244,2,2,1,1,49,8,3,0,0,0,0,0,1,9,-1,3,1,0,1,-1
2020010278858,2020,010278858,3,2,1,2,-1,-1,3,0,0,0,0,0,9,8,E01002008,-1,0,0,1,-1
202006XE76934,2020,06XE76934,2,1,1,2,32,6,3,0,0,0,0,0,9,6,E01005898,-1,0,0.07231,0.92769,-1
2020460917156,2020,460917156,2,2,2,2,69,10,3,0,0,1,0,0,9,7,E01000339,3,1,0,1,-1
2020522100677,2020,522100677,1,1,1,1,64,9,3,0,0,0,0,0,9,4,E01014570,-1,0,0.04755,0.95245,-1
2020200989455,2020,200989455,2,1,1,1,39,7,3,0,0,0,0,0,9,10,E01009720,3,1,0,1,-1
2020010271474,2020,010271474,1,1,3,2,31,6,2,10,9,0,0,0,0,4,E01001683,-1,0,1,0,-1
2020030943953,2020,030943953,1,1,1,2,18,4,3,0,0,0,0,0,9,7,E01019219,3,1,0,1,-1
2020471011319,2020,471011319,2,1,1,2,-1,-1,3,0,0,0,0,0,9,6,E01031817,3,1,0,1,-1
2020137181957,2020,137181957,1,1,1,1,34,6,2,0,0,0,0,0,3,2,E01011334,-1,0,1,0,-1
2020440272539,2020,440272539,2,1,1,1,56,9,3,0,0,0,0,0,5,10,E01023040,-1,0,0.12813,0.87187,-1
2020010273323,2020,010273323,1,1,3,2,29,6,3,2,1,0,0,0,0,2,E01004223,-1,0,0,1,-1
2020361006710,2020,361006710,1,1,3,1,58,9,3,10,9,0,0,0,0,6,E01028888,3,1,0,1,-1
2020141006233,2020,141006233,1,1,1,1,43,7,3,0,0,0,0,0,9,8,E01007379,3,1,0,1,-1
2020200946849,2020,200946849,1,1,1,2,40,7,3,0,0,0,0,0,9,1,E01010292,3,1,0,1,-1
2020530938761,2020,530938761,2,1,2,1,22,5,3,0,0,-1,0,0,9,4,E01022365,3,1,0,1,-1
2020070337369,2020,070337369,1,2,2,2,79,11,3,0,0,1,0,0,19,5,E01006475,-1,0,0.02885,0.97115,-1
2020122001062,2020,122001062,2,2,1,2,46,8,3,0,0,0,0,0,19,2,E01011080,-1,0,0.04761,0.95239,-1
2020320195703,2020,320195703,1,1,1,1,38,7,2,0,0,0,0,0,3,2,E01026154,-1,0,1,0,-1
2020622000960,2020,622000960,2,1,1,1,52,8,3,0,0,0,0,0,4,10,W01001827,-1,0,0.09751,0.90249,-1
2020420958243,2020,420958243,1,2,2,1,36,7,3,0,0,1,0,0,9,3,E01027060,3,1,0,1,-1
2020470928516,2020,470928516,2,1,1,1,87,11,3,0,0,0,0,0,9,6,E01021021,3,1,0,1,-1
2020010252487,2020,010252487,2,1,1,1,44,7,3,0,0,0,0,0,1,2,E01003506,-1,0,0,1,-1
2020351000386,2020,351000386,2,1,1,1,23,5,3,0,0,0,0,0,1,9,E01017958,3,1,0,1,-1
2020010248436,2020,010248436,2,1,3,2,22,5,2,9,7,0,0,0,0,3,E01001318,-1,0,1,0,-1
2020137AT1536,2020,137AT1536,1,1,3,1,50,8,2,5,3,0,0,0,0,2,E01010583,-1,0,1,0,-1
2020460922374,2020,460922374,2,1,1,1,43,7,3,0,0,0,0,0,9,8,E01032620,3,1,0,1,-1
2020520100151,2020,520100151,1,1,1,1,38,7,3,0,0,0,0,0,9,3,E01029062,-1,0,0.04161,0.95839,-1
2020470943598,2020,470943598,1,1,1,1,21,5,3,0,0,0,0,0,3,4,E01031433,3,1,0,1,-1
2020010257026,2020,010257026,2,1,3,2,20,4,3,10,9,0,0,0,0,3,E01000138,-1,0,0,1,-1
202006Q271343,2020,06Q271343,2,1,1,2,40,7,2,0,0,0,0,0,1,6,E01005159,-1,0,1,0,-1
2020040951601,2020,040951601,2,1,1,1,26,6,3,0,0,0,0,0,3,3,E01012732,3,1,0,1,-1
2020052000969,2020,052000969,1,1,3,2,48,8,3,6,9,0,0,0,0,2,E01006439,-1,0,0.10001,0.89999,-1
2020100977208,2020,100977208,1,1,3,1,25,5,3,5,1,0,0,0,0,-1,-1,3,1,0,1,-1
2020990959059,2020,990959059,1,1,3,2,4,1,3,5,3,0,0,0,0,6,-1,3,1,0,1,-1
2020991004501,2020,991004501,3,2,2,1,19,4,3,0,0,0,0,0,19,3,-1,3,1,0,1,-1
2020122000459,2020,122000459,2,1,1,2,72,10,3,0,0,0,0,0,1,10,E01013361,-1,0,0.13822,0.86178,-1
2020010248212,2020,010248212,1,1,1,1,47,8,3,0,0,0,0,0,9,2,E01032562,-1,0,0,1,-1
2020030978675,2020,030978675,1,1,1,1,73,10,2,0,0,0,0,0,9,5,E01019371,6,1,1,0,-1
2020990939366,2020,990939366,2,18,2,1,16,4,3,0,0,0,4,0,11,6,-1,3,1,0,1,-1
2020360958404,2020,360958404,1,2,3,1,61,9,3,5,1,0,0,0,0,5,E01026770,3,1,0,1,-1
2020010282053,2020,010282053,2,1,1,1,22,5,3,0,0,0,0,0,3,4,E01001087,-1,0,0,1,-1
202006A267563,2020,06A267563,2,6,2,2,2,1,3,0,0,2,0,0,9,-1,-1,-1,0,0.01826,0.98174,-1
2020160988234,2020,160988234,2,1,1,2,56,9,3,0,0,0,0,0,9,1,E01013220,3,1,0,1,-1
2020231001780,2020,231001780,1,1,1,2,40,7,3,0,0,0,0,0,9,6,E01009586,3,1,0,1,-1
2020460973245,2020,460973245,2,2,2,1,30,6,3,0,0,1,0,0,9,5,E01000982,3,1,0,1,-1
2020470951434,2020,470951434,1,3,1,2,30,6,3,0,0,0,0,0,9,3,E01031752,3,1,0,1,-1
2020470987338,2020,470987338,2,1,1,1,18,4,3,0,0,0,0,0,1,7,E01031447,3,1,0,1,-1
2020030976394,2020,030976394,2,1,1,1,26,6,3,0,0,0,0,0,5,4,E01019151,3,1,0,1,-1
2020622000686,2020,622000686,1,1,3,2,42,7,2,6,9,0,0,0,0,5,W01001310,-1,0,1,0,-1
2020401005886,2020,401005886,1,1,3,1,12,3,3,4,4,0,0,0,0,5,E01015768,3,1,0,1,-1
2020500951704,2020,500951704,1,1,3,1,-1,-1,3,6,9,0,0,0,0,5,E01018903,3,1,0,1,-1
2020010280126,2020,010280126,1,1,1,1,25,5,3,0,0,0,0,0,1,8,E01004292,-1,0,0,1,-1
2020010258825,2020,010258825,1,1,2,2,70,10,3,0,0,0,4,0,11,6,E01004534,-1,0,0,1,-1
2020010254986,2020,010254986,1,1,2,2,51,8,3,0,0,1,0,0,9,7,E01000895,-1,0,0,1,-1
2020010999100,2020,010999100,1,1,1,1,30,6,3,0,0,0,0,0,9,5,E01001644,3,1,0,1,-1
2020140951232,2020,140951232,2,2,2,2,59,9,3,0,0,1,0,0,9,3,E01007635,3,1,0,1,-1
2020200975423,2020,200975423,2,1,1,2,43,7,3,0,0,0,0,0,9,5,E01010250,3,1,0,1,-1
2020420923888,2020,420923888,1,1,2,2,18,4,3,0,0,1,0,0,9,5,E01015859,3,1,0,1,-1
202031D164120,2020,31D164120,2,1,1,1,14,3,3,0,0,0,0,0,1,4,E01013936,-1,0,0.07427,0.92573,-1
2020010235799,2020,010235799,1,2,3,1,29,6,3,10,9,0,0,0,0,6,E01016142,-1,0,0,1,-1
2020501001751,2020,501001751,1,1,3,2,10,2,3,5,4,0,0,0,0,2,E01018770,3,1,0,1,-1
2020500968309,2020,500968309,2,1,1,1,27,6,3,0,0,0,0,0,1,7,E01020193,3,1,0,1,-1
2020470957009,2020,470957009,2,1,1,1,53,8,2,0,0,0,0,0,5,8,E01031397,7,1,1,0,-1
2020420919742,2020,420919742,2,1,1,1,80,11,3,0,0,0,0,0,9,9,E01022073,3,1,0,1,-1
202054C109920,2020,54C109920,2,1,1,1,35,6,3,0,0,0,0,0,9,7,E01015568,-1,0,0.05022,0.94978,-1
2020010258966,2020,010258966,2,1,1,1,26,6,3,0,0,0,0,0,3,1,E01033585,-1,0,0,1,-1
2020201007628,2020,201007628,1,2,3,1,76,11,2,1,1,0,0,0,0,2,E01010406,6,1,1,0,-1
2020302001209,2020,302001209,1,1,1,1,27,6,3,0,0,0,0,0,21,1,E01028001,-1,0,0.09112,0.90888,-1
2020010241377,2020,010241377,1,1,3,2,52,8,3,10,9,0,0,0,0,2,E01001464,-1,0,0,1,-1
2020010253477,2020,010253477,1,1,3,1,32,6,3,5,2,0,0,0,0,-1,-1,-1,0,0,1,-1
2020137340095,2020,137340095,2,1,2,2,61,9,3,0,0,1,0,0,9,7,E01011614,-1,0,0.0089,0.9911,-1
2020010230299,2020,010230299,1,2,3,2,54,8,2,5,1,0,0,0,0,-1,-1,-1,0,1,0,-1
2020010251770,2020,010251770,2,1,1,1,22,5,3,0,0,0,0,0,3,3,E01003785,-1,0,0,1,-1
2020370937886,2020,370937886,1,1,3,1,64,9,3,1,1,0,0,0,0,3,E01033046,3,1,0,1,-1
2020100946689,2020,100946689,2,1,1,2,70,10,2,0,0,0,0,0,1,4,E01027381,6,1,1,0,-1
2020320177831,2020,320177831,1,1,1,1,24,5,3,0,0,0,0,0,9,8,E01026365,-1,0,0.12088,0.87912,-1
2020400999528,2020,400999528,2,3,1,2,27,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020430308543,2020,430308543,1,1,1,1,41,7,3,0,0,0,0,0,9,8,E01016674,-1,0,0.00685,0.99315,-1
2020460959799,2020,460959799,1,1,1,1,27,6,3,0,0,0,0,0,9,8,E01024784,3,1,0,1,-1
2020991010270,2020,991010270,2,2,1,1,36,7,3,0,0,0,0,0,9,2,-1,3,1,0,1,-1
2020010278354,2020,010278354,1,1,1,1,34,6,3,0,0,0,0,0,-1,5,E01000516,-1,0,0,1,-1
202031C123520,2020,31C123520,2,1,1,2,22,5,3,0,0,0,0,0,1,2,E01013919,-1,0,0.0657,0.9343,-1
2020350962455,2020,350962455,1,1,1,1,34,6,2,0,0,0,0,0,5,2,E01015633,5,1,1,0,-1
2020010250418,2020,010250418,1,1,1,1,30,6,3,0,0,0,0,0,1,3,E01004022,-1,0,0,1,-1
2020010252903,2020,010252903,1,1,1,1,19,4,3,0,0,0,0,0,3,3,E01001175,-1,0,0,1,-1
2020122100205,2020,122100205,1,1,3,1,27,6,3,5,3,0,0,0,0,8,E01027640,-1,0,0.0567,0.9433,-1
2020010276606,2020,010276606,1,1,1,1,22,5,3,0,0,0,0,0,3,6,E01003378,-1,0,0,1,-1
2020010267472,2020,010267472,2,1,1,1,49,8,3,0,0,0,0,0,1,10,E01003362,-1,0,0,1,-1
202006L268937,2020,06L268937,1,1,2,2,56,9,3,0,0,2,0,0,9,2,E01006249,-1,0,0.22769,0.77231,-1
2020122100062,2020,122100062,2,2,2,2,56,9,3,0,0,1,0,0,9,6,E01027681,-1,0,0.01596,0.98404,-1
2020470937612,2020,470937612,1,2,2,2,57,9,3,0,0,1,0,0,9,4,E01020974,3,1,0,1,-1
2020440434043,2020,440434043,1,1,3,1,51,8,3,5,3,0,0,0,0,5,E01017055,-1,0,0.13832,0.86168,-1
2020500963951,2020,500963951,2,1,1,1,22,5,3,0,0,0,0,0,1,10,E01020194,3,1,0,1,-1
2020320654479,2020,320654479,1,1,3,1,15,3,3,10,1,0,0,0,0,3,E01026323,-1,0,0.05992,0.94008,-1
2020552001032,2020,552001032,2,1,1,1,39,7,2,0,0,0,0,0,5,5,E01015423,-1,0,1,0,-1
202031C128720,2020,31C128720,1,1,1,1,52,8,3,0,0,0,0,0,9,10,E01028407,-1,0,0.0252,0.9748,-1
2020622000367,2020,622000367,1,1,1,1,54,8,3,0,0,0,0,0,20,4,W01001384,-1,0,0.06632,0.93368,-1
2020010269180,2020,010269180,1,1,1,1,27,6,3,0,0,0,0,0,3,4,E01003683,-1,0,0,1,-1
2020010249048,2020,010249048,1,2,2,2,24,5,2,0,0,1,0,0,9,1,E01004249,-1,0,1,0,-1
202031B113320,2020,31B113320,2,1,3,2,41,7,3,9,9,0,0,0,0,8,E01028353,-1,0,0.06582,0.93418,-1
2020052001498,2020,052001498,2,1,2,1,50,8,3,0,0,2,0,0,8,1,E01006659,-1,0,0.04089,0.95911,-1
2020010273078,2020,010273078,2,1,1,1,25,5,3,0,0,0,0,0,1,1,E01001356,-1,0,0,1,-1
2020010267340,2020,010267340,1,1,1,1,30,6,3,0,0,0,0,0,3,2,E01003183,-1,0,0,1,-1
2020010281316,2020,010281316,1,1,1,1,28,6,3,0,0,0,0,0,3,8,E01000874,-1,0,0,1,-1
20201379E0348,2020,1379E0348,1,1,3,2,16,4,3,4,2,0,0,0,0,1,E01010811,-1,0,0.10183,0.89817,-1
2020470954145,2020,470954145,2,1,1,1,38,7,3,0,0,0,0,0,1,5,E01016876,3,1,0,1,-1
2020137750758,2020,137750758,2,1,1,1,53,8,2,0,0,0,0,0,5,10,E01010947,-1,0,1,0,-1
2020041004505,2020,041004505,1,1,2,2,17,4,2,0,0,1,0,0,9,-1,-1,7,1,1,0,-1
2020470935866,2020,470935866,2,2,2,2,27,6,3,0,0,1,0,0,9,6,E01031477,3,1,0,1,-1
2020471009991,2020,471009991,2,1,1,1,30,6,3,0,0,0,0,0,9,2,E01016949,3,1,0,1,-1
2020430161702,2020,430161702,1,1,1,2,57,9,3,0,0,0,0,0,1,-1,-1,-1,0,0.07056,0.92944,-1
202006L278306,2020,06L278306,1,2,3,2,11,3,3,1,3,0,0,0,0,2,E01006249,-1,0,0.22448,0.77552,-1
2020220997130,2020,220997130,2,1,1,2,39,7,3,0,0,0,0,0,9,2,E01009161,3,1,0,1,-1
2020430106073,2020,430106073,1,3,2,1,16,4,3,0,0,2,0,0,9,7,E01022489,-1,0,0.11842,0.88158,-1
2020010246759,2020,010246759,1,1,1,2,37,7,3,0,0,0,0,0,9,3,E01001076,-1,0,0,1,-1
2020122000778,2020,122000778,1,2,2,1,34,6,3,0,0,1,0,0,9,3,E01027908,-1,0,0.08372,0.91628,-1
2020010234034,2020,010234034,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,2,E01023338,-1,0,0,1,-1
2020410959741,2020,410959741,1,1,1,1,29,6,2,0,0,0,0,0,9,3,E01001501,7,1,1,0,-1
2020549732020,2020,549732020,1,1,1,1,52,8,3,0,0,0,0,0,9,4,E01015798,-1,0,0.05793,0.94207,-1
2020010250827,2020,010250827,1,1,2,2,80,11,2,0,0,0,0,0,90,3,E01001053,-1,0,1,0,-1
